timestamp,avg_price,avg_market_cap,avg_volume,avg_24h_price_change_pct,anomaly,anomaly_label
2025-06-05 22:33:27.360,1.0001711230421688,153862764163.1696,44936367876.72503,0.04922226832522192,1,Normal
2025-06-05 23:33:49.090,1.0000532523626027,153844257701.40393,41000459686.29626,0.04922226832522192,-1,Anomaly
2025-06-06 00:33:35.989,1.000038958203954,153839556155.45523,47878097119.51434,0.04922226832522192,-1,Anomaly
2025-06-06 01:33:51.771,1.000022408152056,153838319302.32288,52297523691.51821,0.04922226832522192,-1,Anomaly
2025-06-06 02:32:01.380,1.0000352281048528,153835647641.1168,58305587492.65357,0.04922226832522192,-1,Anomaly
2025-06-06 03:33:33.830,1.000205804351712,153864873413.2626,62044044586.25947,0.04922226832522192,1,Normal
2025-06-06 04:33:06.600,1.000252439502182,153871972330.6916,65098611409.575905,0.04922226832522192,1,Normal
2025-06-06 05:33:31.722,1.0003559211688673,153888263483.95087,59221550931.70746,0.04922226832522192,1,Normal
2025-06-06 06:33:21.890,1.0003163362013252,153882926127.93518,66036039410.561844,0.04922226832522192,1,Normal
2025-06-06 07:33:32.896,1.0003108235051126,153879866640.11792,37882211760.59729,0.04922226832522192,1,Normal
2025-06-06 08:33:20.957,1.0002450477679272,153871080453.4415,64721174002.229164,0.04922226832522192,1,Normal
2025-06-06 09:33:40.223,1.0003252834938028,153882991020.79123,66572930226.18543,0.04922226832522192,1,Normal
2025-06-06 10:33:32.051,1.0003499639293745,153887355817.9389,49418939786.192375,0.04922226832522192,1,Normal
2025-06-06 11:33:38.840,1.0003557217932444,153887979617.72324,70460532702.05823,0.04922226832522192,1,Normal
2025-06-06 12:33:27.924,1.0003435752937704,153885210285.82816,75220053772.90807,0.04922226832522192,1,Normal
2025-06-06 13:32:49.608,1.0003204654432594,153883292562.6458,68876388254.96408,0.04922226832522192,1,Normal
2025-06-06 14:33:35.110,1.000322692833146,153884621054.34103,59098798814.64135,0.04922226832522192,1,Normal
2025-06-06 15:33:30.387,1.0003231165185043,153881423046.18204,75269997875.2158,0.04922226832522192,1,Normal
2025-06-06 16:33:46.895,1.0003647949393866,153889427202.2681,76653432689.11191,0.04922226832522192,1,Normal
2025-06-06 17:33:49.870,1.0004661728317825,153905082569.47287,69758512195.63493,0.04922226832522192,1,Normal
2025-06-06 18:33:46.102,1.000508038470814,154201677196.31845,78673396302.69725,0.04922226832522192,1,Normal
2025-06-06 19:33:44.641,1.0004551982460372,154193954807.41782,77404016532.27283,0.04922226832522192,1,Normal
2025-06-06 20:33:41.384,1.000645445858787,154223049049.00742,57625595668.97777,0.04922226832522192,1,Normal
2025-06-06 21:34:03.668,1.0006119054290388,154220433382.03958,77030318527.47705,0.04922226832522192,1,Normal
2025-06-06 22:34:02.529,1.000663429956064,154223098508.708,76211905869.81755,0.04922226832522192,1,Normal
2025-06-06 23:33:45.319,1.000695404544542,154232542324.5271,75465630862.88695,0.06421179876394678,-1,Anomaly
2025-06-07 00:33:24.281,1.0006186825436767,154219002605.65613,64793728362.81279,0.05797017555835282,-1,Anomaly
2025-06-07 01:33:34.929,1.000619075165024,154216717861.56314,65920974767.81119,0.059665364306238367,-1,Anomaly
2025-06-07 02:33:38.655,1.0005481592338983,154207656137.91907,61687984902.00096,0.05129130600904919,1,Normal
2025-06-07 03:33:46.462,1.0006116844950526,154216694058.8879,55851469871.98831,0.040579662862860744,1,Normal
2025-06-07 04:33:42.048,1.0006410499344776,154221850516.36734,48377626604.584595,0.03885123564297821,1,Normal
2025-06-07 05:33:30.198,1.0006511503587576,154223964621.06296,44530412667.081924,0.029512414895838113,1,Normal
2025-06-07 06:33:45.018,1.000624880866344,154564652448.13367,47893280787.625656,0.03084470920373672,1,Normal
2025-06-07 07:33:30.645,1.0006088330693792,154564413961.09503,39627677679.30604,0.02979169646715185,1,Normal
2025-06-07 08:33:37.900,1.0006441392648657,154567831908.9571,33877299168.26939,0.0398993724416874,-1,Anomaly
2025-06-07 09:34:16.786,1.0005999267854389,154565230206.38278,47792126805.10284,0.02745539837569755,1,Normal
2025-06-07 10:33:45.156,1.0005425451687981,154551847768.86093,43062742541.77805,0.019251386651442104,1,Normal
2025-06-07 11:33:40.569,1.0004742272649232,154541612008.59824,40821424960.74855,0.011846333168996637,1,Normal
2025-06-07 12:34:01.071,1.0005140381750361,154546398170.01657,42111496180.9175,0.01704043345465145,1,Normal
2025-06-07 13:33:02.799,1.0005096854374365,154547055789.93304,41904218994.068085,0.01891593751341958,1,Normal
2025-06-07 14:32:55.090,1.000467394754591,154540203198.7735,39386035791.7715,0.014465524223505888,1,Normal
2025-06-07 15:33:25.597,1.000386726847183,154527939121.38937,40607602871.096405,0.006358978177001262,1,Normal
2025-06-07 16:33:33.291,1.00040866981535,154531311130.3729,41118071801.39613,0.004385887646729536,1,Normal
2025-06-07 17:33:32.169,1.0004196418270999,154533157383.7045,16988890022.76009,-0.004650932329974822,1,Normal
2025-06-07 18:33:40.563,1.000408373781235,154531403596.37982,34868123285.193756,-0.009961408179326448,1,Normal
2025-06-07 19:33:45.937,1.0003859954752146,154527919685.95627,24564531591.75495,-0.006917128417549545,1,Normal
2025-06-07 20:33:41.077,1.000375984395765,154526447565.67642,27119916060.20473,-0.026928765242206776,1,Normal
2025-06-07 21:31:02.713,1.0004158788682673,154532581307.14703,23927201394.49651,-0.019590668440772063,1,Normal
2025-06-07 22:33:31.980,1.0003331456676268,154525511342.3751,25312103114.771328,-0.03300653132208842,1,Normal
